triplet_id,language,category,phenomenon,feature_vals,model,cos_grammatical_ungrammatical,pair_distinction,pair_pass
mbp_hi_014,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9941678643226624,0.0058321356773376465,0
mbp_hi_015,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9875631332397461,0.012436866760253906,0
mbp_hi_016,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9989063143730164,0.0010936856269836426,0
mbp_hi_017,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9988211393356323,0.0011788606643676758,0
mbp_hi_018,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9998502731323242,0.00014972686767578125,0
mbp_hi_019,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9998632669448853,0.0001367330551147461,0
mbp_hi_020,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9985601305961609,0.0014398694038391113,0
mbp_hi_021,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9990796446800232,0.0009203553199768066,0
mbp_hi_022,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9999011754989624,9.882450103759766e-05,0
mbp_hi_023,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9963940978050232,0.0036059021949768066,0
mbp_hi_024,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9997905492782593,0.00020945072174072266,0
mbp_hi_025,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9977878928184509,0.0022121071815490723,0
mbp_hi_026,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9995412826538086,0.00045871734619140625,0
mbp_hi_027,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9999376535415649,6.23464584350586e-05,0
mbp_hi_028,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9999264478683472,7.355213165283203e-05,0
mbp_hi_029,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9999020099639893,9.799003601074219e-05,0
mbp_hi_030,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9999773502349854,2.2649765014648438e-05,0
mbp_hi_031,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9995242357254028,0.00047576427459716797,0
mbp_hi_032,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9993825554847717,0.0006174445152282715,0
mbp_hi_033,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9999467134475708,5.328655242919922e-05,0
mbp_hi_034,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9999327063560486,6.729364395141602e-05,0
mbp_hi_035,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9996932744979858,0.00030672550201416016,0
mbp_hi_036,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9985091090202332,0.0014908909797668457,0
mbp_hi_037,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9999004602432251,9.953975677490234e-05,0
mbp_hi_038,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9994555711746216,0.000544428825378418,0
mbp_hi_039,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9997062087059021,0.0002937912940979004,0
mbp_hi_040,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9998907446861267,0.00010925531387329102,0
mbp_hi_041,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9997020959854126,0.00029790401458740234,0
mbp_hi_042,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9998296499252319,0.0001703500747680664,0
mbp_hi_043,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9956554174423218,0.004344582557678223,0
mbp_hi_044,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9987505078315735,0.0012494921684265137,0
mbp_hi_045,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9996286034584045,0.000371396541595459,0
mbp_hi_046,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9994302988052368,0.0005697011947631836,0
mbp_hi_047,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9998191595077515,0.00018084049224853516,0
mbp_hi_048,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9995432496070862,0.00045675039291381836,0
mbp_hi_049,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9997082948684692,0.0002917051315307617,0
mbp_hi_050,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9998162984848022,0.0001837015151977539,0
mbp_hi_051,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9986100792884827,0.001389920711517334,0
mbp_hi_052,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9994779825210571,0.0005220174789428711,0
mbp_hi_053,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9999678134918213,3.218650817871094e-05,0
mbp_hi_054,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9992439150810242,0.0007560849189758301,0
mbp_hi_055,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9990854263305664,0.0009145736694335938,0
mbp_hi_056,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9981905221939087,0.0018094778060913086,0
mbp_hi_057,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9983013868331909,0.001698613166809082,0
mbp_hi_058,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9999434947967529,5.650520324707031e-05,0
mbp_hi_059,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9999100565910339,8.994340896606445e-05,0
mbp_hi_060,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9995065927505493,0.0004934072494506836,0
mbp_hi_061,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9998182058334351,0.0001817941665649414,0
mbp_hi_062,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9998654127120972,0.00013458728790283203,0
mbp_hi_063,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9991007447242737,0.0008992552757263184,0
mbp_hi_064,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9997069239616394,0.0002930760383605957,0
mbp_hi_065,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.999876856803894,0.00012314319610595703,0
mbp_hi_066,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9999457597732544,5.424022674560547e-05,0
mbp_hi_067,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9998637437820435,0.00013625621795654297,0
mbp_hi_068,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9972733855247498,0.002726614475250244,0
mbp_hi_069,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9999333620071411,6.663799285888672e-05,0
mbp_hi_070,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9999381303787231,6.186962127685547e-05,0
mbp_hi_071,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9998688101768494,0.00013118982315063477,0
mbp_hi_072,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9990527033805847,0.0009472966194152832,0
mbp_hi_073,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.999945342540741,5.46574592590332e-05,0
mbp_hi_074,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9977669715881348,0.0022330284118652344,0
mbp_hi_075,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9999480247497559,5.1975250244140625e-05,0
mbp_hi_076,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9992468357086182,0.0007531642913818359,0
mbp_hi_077,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9998546838760376,0.00014531612396240234,0
mbp_hi_078,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9999101758003235,8.982419967651367e-05,0
mbp_hi_079,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9959498643875122,0.004050135612487793,0
mbp_hi_080,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9998806715011597,0.00011932849884033203,0
mbp_hi_081,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9999146461486816,8.535385131835938e-05,0
mbp_hi_082,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9984804391860962,0.0015195608139038086,0
mbp_hi_083,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9997497797012329,0.00025022029876708984,0
mbp_hi_084,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9991705417633057,0.0008294582366943359,0
mbp_hi_085,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9934529662132263,0.006547033786773682,0
mbp_hi_086,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9993522763252258,0.0006477236747741699,0
mbp_hi_087,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.999508261680603,0.0004917383193969727,0
mbp_hi_088,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9992915391921997,0.000708460807800293,0
mbp_hi_089,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9995601773262024,0.0004398226737976074,0
mbp_hi_090,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9995156526565552,0.0004843473434448242,0
mbp_hi_091,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9998276233673096,0.0001723766326904297,0
mbp_hi_092,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.9999904632568359,9.5367431640625e-06,0
mbp_hi_093,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9981991052627563,0.0018008947372436523,0
mbp_hi_094,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9997735619544983,0.00022643804550170898,0
mbp_hi_095,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-multi,0.9999474287033081,5.257129669189453e-05,0
mbp_hi_096,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9999699592590332,3.0040740966796875e-05,0
mbp_hi_097,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9994910359382629,0.0005089640617370605,0
mbp_hi_098,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-multi,0.999552309513092,0.000447690486907959,0
mbp_hi_099,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9997973442077637,0.00020265579223632812,0
mbp_hi_100,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-multi,0.9995923042297363,0.0004076957702636719,0
mbp_hi_001,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9974240660667419,0.0025759339332580566,0
mbp_hi_002,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9994193315505981,0.0005806684494018555,0
mbp_hi_003,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999447464942932,5.525350570678711e-05,0
mbp_hi_004,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9989522695541382,0.0010477304458618164,0
mbp_hi_005,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9992486238479614,0.0007513761520385742,0
mbp_hi_006,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9998800158500671,0.00011998414993286133,0
mbp_hi_007,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9998884201049805,0.00011157989501953125,0
mbp_hi_008,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9999043941497803,9.560585021972656e-05,0
mbp_hi_009,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.999934732913971,6.526708602905273e-05,0
mbp_hi_010,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9999816417694092,1.8358230590820312e-05,0
mbp_hi_011,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9998659491539001,0.00013405084609985352,0
mbp_hi_012,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9998790621757507,0.00012093782424926758,0
mbp_hi_013,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9998217821121216,0.00017821788787841797,0
mbp_hi_014,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9942610859870911,0.0057389140129089355,0
mbp_hi_015,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9874555468559265,0.012544453144073486,0
mbp_hi_016,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9995976686477661,0.0004023313522338867,0
mbp_hi_017,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.998939573764801,0.0010604262351989746,0
mbp_hi_018,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999629855155945,3.701448440551758e-05,0
mbp_hi_019,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999435544013977,5.644559860229492e-05,0
mbp_hi_020,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9987417459487915,0.001258254051208496,0
mbp_hi_021,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.998949408531189,0.0010505914688110352,0
mbp_hi_022,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9999783635139465,2.1636486053466797e-05,0
mbp_hi_023,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9964054822921753,0.003594517707824707,0
mbp_hi_024,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999063014984131,9.369850158691406e-05,0
mbp_hi_025,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9974983334541321,0.00250166654586792,0
mbp_hi_026,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9996381998062134,0.0003618001937866211,0
mbp_hi_027,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9999520778656006,4.792213439941406e-05,0
mbp_hi_028,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999890327453613,1.0967254638671875e-05,0
mbp_hi_029,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9999109506607056,8.90493392944336e-05,0
mbp_hi_030,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999881982803345,1.1801719665527344e-05,0
mbp_hi_031,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9998989701271057,0.00010102987289428711,0
mbp_hi_032,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9998993873596191,0.00010061264038085938,0
mbp_hi_033,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.999984085559845,1.5914440155029297e-05,0
mbp_hi_034,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999699592590332,3.0040740966796875e-05,0
mbp_hi_035,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9997466802597046,0.00025331974029541016,0
mbp_hi_036,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9989982843399048,0.0010017156600952148,0
mbp_hi_037,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9999501705169678,4.982948303222656e-05,0
mbp_hi_038,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9998659491539001,0.00013405084609985352,0
mbp_hi_039,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999562501907349,4.374980926513672e-05,0
mbp_hi_040,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999721646308899,2.7835369110107422e-05,0
mbp_hi_041,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999761581420898,2.384185791015625e-05,0
mbp_hi_042,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9999045133590698,9.548664093017578e-05,0
mbp_hi_043,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9952521920204163,0.00474780797958374,0
mbp_hi_044,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9994529485702515,0.0005470514297485352,0
mbp_hi_045,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.999921441078186,7.855892181396484e-05,0
mbp_hi_046,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9997753500938416,0.00022464990615844727,0
mbp_hi_047,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.999922513961792,7.748603820800781e-05,0
mbp_hi_048,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9997302293777466,0.00026977062225341797,0
mbp_hi_049,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9997519850730896,0.0002480149269104004,0
mbp_hi_050,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9997909665107727,0.00020903348922729492,0
mbp_hi_051,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9997665882110596,0.0002334117889404297,0
mbp_hi_052,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9997087121009827,0.000291287899017334,0
mbp_hi_053,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999786019325256,2.1398067474365234e-05,0
mbp_hi_054,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9998414516448975,0.00015854835510253906,0
mbp_hi_055,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9994983673095703,0.0005016326904296875,0
mbp_hi_056,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9990091919898987,0.0009908080101013184,0
mbp_hi_057,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.998539924621582,0.0014600753784179688,0
mbp_hi_058,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9999552965164185,4.470348358154297e-05,0
mbp_hi_059,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9999619126319885,3.808736801147461e-05,0
mbp_hi_060,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9997018575668335,0.0002981424331665039,0
mbp_hi_061,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9995402097702026,0.0004597902297973633,0
mbp_hi_062,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9998619556427002,0.0001380443572998047,0
mbp_hi_063,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9996782541275024,0.0003217458724975586,0
mbp_hi_064,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.999949038028717,5.0961971282958984e-05,0
mbp_hi_065,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999842643737793,1.5735626220703125e-05,0
mbp_hi_066,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9999881982803345,1.1801719665527344e-05,0
mbp_hi_067,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9999328851699829,6.711483001708984e-05,0
mbp_hi_068,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9989699721336365,0.0010300278663635254,0
mbp_hi_069,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9998295307159424,0.0001704692840576172,0
mbp_hi_070,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9999752044677734,2.47955322265625e-05,0
mbp_hi_071,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9999398589134216,6.014108657836914e-05,0
mbp_hi_072,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9992110729217529,0.0007889270782470703,0
mbp_hi_073,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9999856948852539,1.430511474609375e-05,0
mbp_hi_074,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9997899532318115,0.00021004676818847656,0
mbp_hi_075,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999883770942688,1.1622905731201172e-05,0
mbp_hi_076,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9998149871826172,0.0001850128173828125,0
mbp_hi_077,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9999555945396423,4.4405460357666016e-05,0
mbp_hi_078,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9999632835388184,3.6716461181640625e-05,0
mbp_hi_079,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9998213648796082,0.0001786351203918457,0
mbp_hi_080,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9998304843902588,0.00016951560974121094,0
mbp_hi_081,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9999756217002869,2.4378299713134766e-05,0
mbp_hi_082,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9998365044593811,0.00016349554061889648,0
mbp_hi_083,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9999457597732544,5.424022674560547e-05,0
mbp_hi_084,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9998741745948792,0.0001258254051208496,0
mbp_hi_085,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9993583559989929,0.0006416440010070801,0
mbp_hi_086,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9993741512298584,0.0006258487701416016,0
mbp_hi_087,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9998230934143066,0.00017690658569335938,0
mbp_hi_088,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9998351335525513,0.00016486644744873047,0
mbp_hi_089,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9995715618133545,0.0004284381866455078,0
mbp_hi_090,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.999898374080658,0.00010162591934204102,0
mbp_hi_091,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.999926745891571,7.325410842895508e-05,0
mbp_hi_092,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9999959468841553,4.0531158447265625e-06,0
mbp_hi_093,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9998705387115479,0.00012946128845214844,0
mbp_hi_094,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9996698498725891,0.00033015012741088867,0
mbp_hi_095,hindi,verb_gender_agreement,SV-G,FEM -> MASC,E5-large,0.9999897480010986,1.0251998901367188e-05,0
mbp_hi_096,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999847412109375,1.52587890625e-05,0
mbp_hi_097,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9998788833618164,0.00012111663818359375,0
mbp_hi_098,hindi,verb_gender_agreement,SP-G,MASC -> FEM,E5-large,0.9996989965438843,0.00030100345611572266,0
mbp_hi_099,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9999023079872131,9.769201278686523e-05,0
mbp_hi_100,hindi,verb_gender_agreement,SV-G,MASC -> FEM,E5-large,0.9996476769447327,0.000352323055267334,0
mbp_hi_001,hindi,verb_gender_agreement,SV-G,FEM -> MASC,bge-m3,0.9994565844535828,0.0005434155464172363,0
mbp_hi_002,hindi,verb_gender_agreement,SV-G,FEM -> MASC,bge-m3,0.9966433048248291,0.0033566951751708984,0
mbp_hi_003,hindi,verb_gender_agreement,SV-G,MASC -> FEM,bge-m3,0.999797523021698,0.00020247697830200195,0
mbp_hi_004,hindi,verb_gender_agreement,SV-G,FEM -> MASC,bge-m3,0.9965449571609497,0.003455042839050293,0
mbp_hi_005,hindi,verb_gender_agreement,SV-G,MASC -> FEM,bge-m3,0.9945145845413208,0.005485415458679199,0
mbp_hi_006,hindi,verb_gender_agreement,SP-G,MASC -> FEM,bge-m3,0.9994059801101685,0.000594019889831543,0
mbp_hi_007,hindi,verb_gender_agreement,SV-G,MASC -> FEM,bge-m3,0.9984951019287109,0.0015048980712890625,0
mbp_hi_008,hindi,verb_gender_agreement,SV-G,FEM -> MASC,bge-m3,0.9996418356895447,0.00035816431045532227,0
mbp_hi_009,hindi,verb_gender_agreement,SV-G,FEM -> MASC,bge-m3,0.9995871782302856,0.00041282176971435547,0
mbp_hi_010,hindi,verb_gender_agreement,SV-G,FEM -> MASC,bge-m3,0.9998174905776978,0.0001825094223022461,0
mbp_hi_011,hindi,verb_gender_agreement,SV-G,MASC -> FEM,bge-m3,0.9997038841247559,0.0002961158752441406,0
mbp_hi_012,hindi,verb_gender_agreement,SP-G,MASC -> FEM,bge-m3,0.9984207153320312,0.00157928466796875,0
mbp_hi_013,hindi,verb_gender_agreement,SP-G,MASC -> FEM,bge-m3,0.9986745715141296,0.0013254284858703613,0
mbp_hi_014,hindi,verb_gender_agreement,SV-G,MASC -> FEM,bge-m3,0.9741125106811523,0.025887489318847656,0
mbp_hi_015,hindi,verb_gender_agreement,SV-G,MASC -> FEM,bge-m3,0.9429669380187988,0.05703306198120117,0
mbp_hi_016,hindi,verb_gender_agreement,SV-G,MASC -> FEM,bge-m3,0.998857855796814,0.0011421442031860352,0
mbp_hi_017,hindi,verb_gender_agreement,SV-G,MASC -> FEM,bge-m3,0.9974404573440552,0.0025595426559448242,0
mbp_hi_018,hindi,verb_gender_agreement,SV-G,MASC -> FEM,bge-m3,0.9994925260543823,0.0005074739456176758,0
mbp_hi_019,hindi,verb_gender_agreement,SV-G,MASC -> FEM,bge-m3,0.9998283386230469,0.000171661376953125,0
mbp_hi_020,hindi,verb_gender_agreement,SV-G,FEM -> MASC,bge-m3,0.997402012348175,0.002597987651824951,0
mbp_hi_021,hindi,verb_gender_agreement,SV-G,FEM -> MASC,bge-m3,0.9982329607009888,0.0017670392990112305,0
mbp_hi_022,hindi,verb_gender_agreement,SV-G,FEM -> MASC,bge-m3,0.9996213316917419,0.00037866830825805664,0
mbp_hi_023,hindi,verb_gender_agreement,SV-G,FEM -> MASC,bge-m3,0.9879816770553589,0.012018322944641113,0
mbp_hi_024,hindi,verb_gender_agreement,SV-G,MASC -> FEM,bge-m3,0.9995959401130676,0.00040405988693237305,0
mbp_hi_025,hindi,verb_gender_agreement,SV-G,MASC -> FEM,bge-m3,0.9942320585250854,0.005767941474914551,0
mbp_hi_026,hindi,verb_gender_agreement,SV-G,FEM -> MASC,bge-m3,0.999583899974823,0.00041610002517700195,0
mbp_hi_027,hindi,verb_gender_agreement,SV-G,FEM -> MASC,bge-m3,0.9986243844032288,0.0013756155967712402,0
mbp_hi_028,hindi,verb_gender_agreement,SV-G,MASC -> FEM,bge-m3,0.9998968243598938,0.00010317564010620117,0
mbp_hi_029,hindi,verb_gender_agreement,SP-G,MASC -> FEM,bge-m3,0.9997565746307373,0.0002434253692626953,0
mbp_hi_030,hindi,verb_gender_agreement,SV-G,MASC -> FEM,bge-m3,0.9999391436576843,6.085634231567383e-05,0
mbp_hi_031,hindi,verb_gender_agreement,SV-G,FEM -> MASC,bge-m3,0.9990605711936951,0.0009394288063049316,0
