triplet_id,category,validator_model,overall,language_verdict,language_reasoning,minimal_pair_verdict,minimal_pair_reasoning,contrast_feature_verdict,contrast_feature_reasoning,translation_verdict,translation_reasoning,naturalness_verdict,naturalness_reasoning
hi_vga_012,verb_gender_agreement,gpt-4.1,auto_validated,pass,"All Hindi sentences are in correct Hindi, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only by the addition of the postposition 'par' (on/at), which is a minimal, non-contrastive change. Far differs from anchor only in the verb suffix (pahunchaa → pahunchi), which is the intended contrast.",pass,"Anchor and near both use 'pahunchaa' (masculine verb form), while far uses 'pahunchi' (feminine verb form). The subject 'main' is gender-neutral, so the only gender cue is the verb, as required.",pass,"All English translations are identical ('I reached the station'), correctly flattening the gender distinction present in Hindi. No leakage of the contrast into English.",pass,All Hindi sentences are natural and idiomatic. The use of 'par' in near is a common variant and does not affect naturalness.
hi_vga_013,verb_gender_agreement,gpt-4.1,auto_validated,pass,"All source sentences are in Hindi, and all English translations are in English. Language tags are correct.",pass,"Anchor and near differ only by intensifier ('बहुत' vs 'अत्यधिक'), both keep 'डरी हुई थी'. Far swaps 'बहुत डरी हुई थी' (fem.) to 'बहुत डरा हुआ था' (masc.), keeping the rest of the sentence minimal.",pass,"Anchor and near both use the feminine verb form 'डरी हुई थी', while far uses the masculine 'डरा हुआ था'. The subject 'मैं' is gender-neutral, so the only gender cue is in the verb, as required.",pass,"All English translations are gender-neutral ('I was very/extremely scared'), so the Hindi gender distinction is flattened in English as intended. No leakage of gender information.",pass,All Hindi sentences are natural and idiomatic. No awkwardness detected.
hi_for_001,formality_tv,gpt-4.1,auto_validated,pass,"All Hindi sentences are in correct Hindi, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only by the addition of 'भाई' (brother), preserving 'तुम' and 'हो'. Far switches to 'आप' and 'हैं', a different formality level. Minimal pair structure is preserved.",pass,Anchor and near both use 'तुम' (familiar) with matching verb 'हो'. Far switches to 'आप' (formal) with matching verb 'हैं'. The formality contrast is correctly implemented and consistent.,pass,"All English translations use 'you', collapsing the Hindi formality distinction as intended. No leakage of the contrast into English.",pass,All Hindi sentences are natural and idiomatic. The addition of 'भाई' in near is common and does not affect naturalness.
hi_for_002,formality_tv,gpt-4.1,auto_validated,pass,"All source sentences are in Hindi, and all English translations are in English. Language tags are correct.",pass,"Anchor and near differ only by the addition of 'अभी' (right now), both using 'तुम' and matching verb agreement. Far switches to 'आप' and updates verb agreement to 'हैं', forming a minimal pair for formality.",pass,"Anchor and near consistently use the familiar 'तुम' form with matching verb agreement. Far switches to the formal 'आप' with correct verb agreement, cleanly testing the formality distinction.",pass,"All English translations use 'you', which does not distinguish formality, as required for strong flattening. No leakage of the Hindi formality distinction into English.",pass,All Hindi sentences are natural and idiomatic for their respective formality levels.
hi_for_003,formality_tv,gpt-4.1,auto_validated,pass,"All source sentences are in Hindi, and all English translations are in English. Language tags are correct.",pass,"Anchor and near differ only by the addition of 'अभी' (right now), both using 'तू' and matching verb agreement. Far switches to 'आप' and updates verb agreement accordingly. Minimal pair structure is preserved.",pass,"Anchor and near both use 'तू' (intimate) with matching verb agreement ('जा रहा है'), while far uses 'आप' (formal) with matching verb agreement ('जा रहे हैं'). The formality level is switched and consistently reflected in pronoun and verb forms.",pass,"All English translations use 'you', which does not distinguish formality. Anchor_en and far_en are identical, as required for strong flattening. No leakage of the Hindi formality distinction into English.",pass,All Hindi sentences are natural and idiomatic for their respective formality levels.
hi_for_004,formality_tv,gpt-4.1,auto_validated,pass,"All source sentences are in Hindi, and all English translations are in English. Language tags are correct.",pass,"Anchor and near both use 'tum' (informal) forms, with different verbs/structures but consistent formality. Far switches to 'aapka' (formal possessive), changing the formality level. Minimal pair structure is preserved.",pass,"Anchor and near consistently use the 'tum' (familiar) formality level in both pronoun and verb agreement. Far switches to 'aapka' (formal), and the switch is consistent throughout the sentence.",pass,"All English translations use 'your' and 'you', which do not distinguish formality. Anchor_en and far_en are identical, showing the intended flattening. No leakage of the Hindi formality distinction into English.",pass,All Hindi sentences are natural and idiomatic for their respective formality levels.
hi_for_005,formality_tv,gpt-4.1,auto_validated,pass,"All Hindi sentences are in Hindi, and all English sentences are in English. Language tags are correct.",pass,"Anchor↔near differ only in the verb phrase (lenge/‘order karenge’), both using 'aap' and formal verb agreement. Anchor↔far swap both pronoun ('aap'→'tum') and verb agreement ('lenge'→'logey'), as required.",pass,Anchor and near both use the formal 'aap' with matching verb forms. Far switches to the familiar 'tum' and updates the verb agreement accordingly. The formality contrast is correctly implemented and consistent.,pass,"All English translations use 'you', which does not distinguish formality. Anchor_en and far_en are identical, as required for strong flattening. No leakage of the Hindi formality distinction into English.",pass,All Hindi sentences are natural and idiomatic. No awkwardness or ungrammaticality detected.
hi_for_006,formality_tv,gpt-4.1,auto_validated,pass,"All source sentences are in Hindi, and all English translations are in English. Language tags are correct.",pass,"Anchor and near differ only in 'मदद' (help) vs 'सहायता' (assist), both meaning 'help/assist'. Far changes both the pronoun ('आप' to 'तुम') and verb agreement ('करेंगे' to 'करोगे'), as required.",pass,Anchor and near both use 'आप' (formal) with matching verb agreement ('करेंगे'). Far switches to 'तुम' (familiar) and updates verb agreement to 'करोगे'. The formality distinction is correctly manipulated and consistent throughout each sentence.,pass,"All English translations use 'you', which flattens the Hindi formality distinction as intended. No formality information is leaked into English. Near uses 'assist' instead of 'help', but this is a lexical swap matching the source.",pass,All Hindi sentences are natural and idiomatic. Both 'मदद' and 'सहायता' are appropriate in this context.
hi_for_007,formality_tv,gpt-4.1,auto_validated,pass,"All source sentences are in Hindi and all English translations are in English, matching the declared languages.",pass,"Anchor and near differ only in the verb (आओगे/पहुंचोगे), both using 'तुम' and the matching verb form. Far switches to 'आप' and the corresponding verb form 'आएंगे'. Minimal pair structure is preserved.",pass,Anchor and near consistently use the 'tum' (familiar) form in both pronoun and verb agreement. Far switches to 'aap' (formal) with the correct verb agreement. The formality contrast is correctly implemented and consistent.,pass,"All English translations use 'you', which does not distinguish between 'tum' and 'aap', as required for strong flattening. No formality information is leaked into English.",pass,All Hindi sentences are natural and idiomatic for the intended meanings and formality levels.
hi_for_008,formality_tv,gpt-4.1,auto_validated,pass,"All Hindi sentences are in correct Hindi, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only in 'घर' (ghar) vs 'मकान' (makaan), both meaning 'house', with 'आपका' (aapka) held constant. Anchor and far differ in 'आपका' (aapka, formal) vs 'तुम्हारा' (tumhara, informal), with 'घर' (ghar) held constant. Minimal pair structure is preserved.",pass,"Anchor and near both use the formal 'आपका' (aapka) for 'your', while far switches to the informal 'तुम्हारा' (tumhara). The switch is consistent and correctly targets the formality feature.",pass,"All English translations are 'Where is your house?', which flattens the Hindi formality distinction as intended for a strong-flattening probe. No leakage of the contrast into English.",pass,"All Hindi sentences are natural and idiomatic. Both 'घर' and 'मकान' are valid for 'house', and the pronoun/possessive forms are used correctly."
hi_for_009,formality_tv,gpt-4.1,auto_validated,pass,"All Hindi sentences are in correct Hindi, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only by 'अच्छा' (best) vs 'प्यारा' (dearest), both using 'तू' and 'है'. Far switches to 'आप', 'मेरे', 'अच्छे', and 'हैं', reflecting a different formality level. Minimal pair structure is preserved.",pass,"Anchor and near both use 'तू' (intimate) with singular verb 'है'. Far uses 'आप' (formal) with plural verb 'हैं' and possessive 'मेरे', consistently reflecting the formality switch. The contrast is correctly implemented.",pass,"All English translations use 'You', which flattens the tu/aap distinction as intended. No leakage of formality information into English.",pass,"All Hindi sentences are grammatical. While 'aap' for a best friend is pragmatically marked, it is still possible and not ungrammatical. The note acknowledges this. No need to flag."
hi_for_010,formality_tv,gpt-4.1,auto_validated,pass,"All Hindi sentences are in correct Hindi, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only in 'अच्छा' vs 'बढ़िया' (both meaning 'well'), keeping 'तुम' and verb agreement 'हो'. Far switches to 'आप' and verb agreement 'हैं', with the rest unchanged from anchor.",pass,"Anchor and near both use 'तुम' (familiar) with matching verb agreement. Far switches to 'आप' (formal) and updates verb agreement to 'हैं', consistently reflecting the formality contrast.",pass,"All English translations are identical ('You sing very well'), flattening the Hindi formality distinction as intended. No leakage of the contrast into English.",pass,All Hindi sentences are natural and idiomatic. The word choices and verb agreements are appropriate for the respective pronouns.
hi_for_011,formality_tv,gpt-4.1,auto_validated,pass,"All source sentences are in Hindi and all English translations are in English, matching the declared languages.",pass,"Anchor and near both use 'aap' (formal 'you') and differ only in the verb phrase ('rahte hain' vs 'nivaas karte hain'), preserving formality. Far switches to 'tum' (familiar 'you') and updates verb agreement to 'rahte ho', which is correct.",pass,"Anchor and near consistently use the formal form ('aap' + 'hain/karte hain'), while far switches to the familiar form ('tum' + 'ho'), with verb agreement updated accordingly. The contrast is correctly implemented.",pass,"All English translations use 'you', flattening the Hindi formality distinction as intended. No leakage of the formality contrast into English.",pass,"All Hindi sentences are natural and idiomatic. Both 'aap kahaan rahte hain?' and 'aap kahaan nivaas karte hain?' are valid, though the latter is slightly more formal/literary but still natural. 'Tum kahaan rahte ho?' is also natural."
hi_for_012,formality_tv,gpt-4.1,auto_validated,pass,"All source sentences are in Hindi, and all English translations are in English. Language tags are correct.",pass,"Anchor and near differ only in the verb ('pareshaan' vs 'tang'), both keeping 'tum' and 'kar rahe ho'. Far switches to 'aap' and 'kar rahe hain', with the rest unchanged. Minimal pair structure is preserved.",pass,Anchor and near both use 'tum' (familiar) with matching verb agreement ('kar rahe ho'). Far switches to 'aap' (formal) and updates verb agreement to 'kar rahe hain'. The formality level is consistently swapped only in far.,pass,"All English translations use 'you', which does not distinguish formality. Anchor_en and far_en are identical, so the Hindi formality contrast is flattened as intended.",pass,All Hindi sentences are natural and idiomatic. Both 'pareshaan karna' and 'tang karna' are common ways to say 'bother/trouble'.
es_ser_001,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only by the addition of 'muy' (very), keeping the same subject and copula. Far swaps 'es' (ser) for 'está' (estar) with the same subject and adjective, which is a minimal and appropriate change for this contrast.",pass,"Anchor and near both use 'ser' (es), while far uses 'estar' (está) with the same subject and adjective. This directly tests the ser/estar distinction as intended.",pass,"All three English sentences use 'is tall', which is the standard and expected flattening for this adjective in English. There is no leakage of the ser/estar distinction into the English translations, which matches the strong flattening described in the notes.",pass,"All Spanish sentences are natural, though 'Pedro está alto' is less common but still grammatical and interpretable in context (e.g., referring to a change in Pedro's height). English sentences are fully natural."
es_ser_002,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ minimally: 'todavía' (still) is added in near, but both use 'es joven'. Far changes only the copula from 'es' to 'está', keeping the rest of the sentence the same as anchor. This is a valid minimal pair structure.",pass,"Anchor and near both use 'es' (ser) with 'joven', while far uses 'está' (estar) with 'joven'. The subject and adjective remain the same, only the copula changes in far, which is the intended contrast.",pass,"All three English translations are 'My mother is young', which flattens the ser/estar distinction as expected for this adjective. There is no leakage of the Spanish contrast into English, matching the mixed/partial-flattening intent for this category.",pass,"All Spanish sentences are natural. While 'está joven' is less common than 'es joven', it is used in some varieties of Spanish to mean 'looks young' or 'is youthful now', and is acceptable in context. English sentences are also natural."
es_ser_003,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only by the addition of 'bastante' (quite), preserving the subject and copula. Far swaps 'es' (ser) for 'está' (estar) with the same subject and adjective, which is a minimal and appropriate change.",pass,"Anchor and near both use 'es' (ser), while far uses 'está' (estar), with the same subject ('Carlos') and adjective ('guapo'). This directly tests the ser/estar distinction as intended.",pass,"All English translations use 'is handsome', which does not distinguish between the inherent trait (ser) and temporary state (estar). This matches the expected flattening for this adjective, as English typically does not lexicalize the difference for 'handsome'. No leakage of the Spanish distinction into English.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_ser_004,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only by the addition of 'bastante' ('quite'), preserving the subject and copula. Far swaps 'es' (ser) for 'está' (estar) with the same subject and adjective, as required.",pass,"The contrast is between 'es delgada' (ser: inherent property) and 'está delgada' (estar: state/condition), with the subject and adjective held constant. This matches the intended ser/estar distinction.",pass,"All English translations use 'is thin', which does not distinguish between the inherent and state readings. This is correct for a mixed/partial-flattening intent, as English typically does not lexicalize this distinction for 'thin'. No leakage or over-disambiguation is present.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_ser_005,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and the English translations are in English. Language tags are correct.",pass,"Anchor and near differ only by the addition of 'muy' (very), keeping the structure and meaning otherwise identical. Far swaps 'es' (ser) for 'está' (estar) with the rest of the sentence unchanged, forming a minimal pair for the copula distinction.",pass,"Anchor and near both use 'es' (ser), while far uses 'está' (estar), with the same subject ('sopa') and adjective ('buena'). This directly tests the ser/estar contrast as intended.",pass,"All English translations use 'is good', which is the standard partial-flattening for this adjective. The subtle difference in Spanish (inherent quality vs. current state) is not reflected in English, matching the category description and intent.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_ser_006,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near both use 'es' (ser) and differ only by adding 'una persona' in near, keeping the adjective and subject the same. Far swaps 'es' (ser) for 'está' (estar) with the same subject and adjective, which is the intended minimal contrast.",pass,"Anchor and near both use 'ser' (es), indicating an inherent trait. Far uses 'estar' (está), indicating a temporary state. The subject (Pedro) and adjective (nervioso) are unchanged, so the contrast is isolated to the copula, as required.",pass,"All English translations use 'is nervous', which does not distinguish between inherent and temporary states. This is correct for a mixed/partial-flattening intent, as English typically does not lexicalize this distinction for 'nervous'. No leakage of the Spanish contrast into English.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_ser_007,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and the English translations are in English. Language tags are correct.",pass,"Anchor and near differ only by the adverb 'bastante' (quite), both using 'es callado'. Far swaps 'es' for 'está' with the rest unchanged, as required.",pass,"Anchor and near use 'es' (ser), while far uses 'está' (estar), with the same subject and adjective. This directly tests the ser/estar contrast.",pass,"All English translations use 'is quiet', which does not distinguish between the inherent trait (ser) and temporary state (estar). This matches the expected flattening for this adjective, as English typically does not distinguish these meanings for 'quiet'. No leakage of the Spanish distinction into English.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_ser_008,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only by the addition of 'muy' (very), keeping the same subject and copula. Far swaps 'es' (ser) for 'está' (estar) with the same subject and adjective, which is the minimal change required for this contrast.",pass,"Anchor and near both use 'es' (ser), while far uses 'está' (estar), with the same subject ('El profesor') and adjective ('estricto'). This directly tests the ser/estar distinction.",pass,"All three English sentences are 'The teacher is strict', which is correct for this case: English does not distinguish between 'ser estricto' (strict by nature) and 'estar estricto' (strict at the moment), so the flattening is appropriate. No leakage of the Spanish distinction into English.",pass,"All Spanish sentences are grammatical and natural, though 'El profesor está estricto' is less common but possible in the right context (e.g., describing a temporary state). English sentences are fully natural."
es_ser_009,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and the English translations are in English. Language tags are correct.",pass,"Anchor and near differ only by the addition of 'muy' (very), keeping the same subject and copula. Far swaps 'es' (ser) for 'está' (estar) with the same subject and adjective, which is a minimal and appropriate change.",pass,"Anchor and near both use 'es' (ser), while far uses 'está' (estar), with the same subject ('esta habitación') and adjective ('bonita'). This directly tests the ser/estar contrast as intended.",pass,"All three English translations are 'This room is pretty', which is correct for a mixed/partial-flattening case: English does not distinguish the ser/estar nuance here. There is no leakage of the Spanish distinction into English.",pass,All Spanish sentences are natural and idiomatic. The use of 'es bonita' and 'está bonita' is contextually appropriate and common.
es_ser_010,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only by the addition of 'bastante' (quite), preserving the subject and copula. Far swaps 'es' (ser) for 'está' (estar) with the rest of the sentence unchanged, maintaining a minimal pair structure.",pass,"Anchor and near both use 'es' (ser), while far uses 'está' (estar), with the same subject ('tu amiga') and adjective ('simpática'). This directly tests the ser/estar contrast as intended.",pass,"All English translations use 'is nice', which does not distinguish between the essential/inherent (ser) and state/condition (estar) readings. This matches the expected flattening for 'simpática', as English does not lexicalize the distinction here. No leakage of the Spanish contrast into English.",pass,All Spanish sentences are natural and idiomatic. The use of 'está simpática' is less common but acceptable in context to mean 'she is being nice (today)'. English translations are also natural.
es_ser_011,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only by the adverb 'realmente' (really), preserving 'es bonita'. Far swaps 'es' (ser) for 'está' (estar) with the rest unchanged, as required.",pass,"Anchor and near both use 'es' (ser), while far uses 'está' (estar), with the same subject and adjective. This directly tests the ser/estar contrast.",pass,"All English translations use 'is pretty', which does not distinguish between the inherent ('es bonita') and state ('está bonita') readings. This is correct for a mixed/partial-flattening intent, as English typically does not distinguish these meanings for 'pretty'. No leakage of the Spanish distinction into English.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_ser_012,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near both use 'es' and 'aburrido', with near adding a clarifying noun phrase ('una persona aburrida'). Far swaps only the copula ('es'→'está') with the rest of the sentence unchanged. Minimal pair structure is preserved.",pass,"Anchor and near both use 'ser' (es), while far uses 'estar' (está) with the same subject and adjective. This directly tests the ser/estar contrast with 'aburrido'.",pass,"The English translations correctly distinguish the meanings: 'is boring' (trait, ser) vs 'is bored' (state, estar). This is a non-flattening case, and the translations reflect the semantic distinction as intended.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_ser_013,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and the English translations are in English. Language tags are correct.",pass,"Anchor and near differ only by the addition of 'muy' (very), keeping the same subject and copula. Far swaps 'es' (ser) for 'está' (estar) with the same subject and adjective, which is a minimal and appropriate change.",pass,"Anchor and near both use 'ser' (es), while far uses 'estar' (está), with the same subject and adjective. This directly tests the ser/estar contrast as intended.",pass,"The English translations correctly distinguish the meanings: 'Roberto is smart' (ser listo) vs. 'Roberto is ready' (estar listo). This is appropriate for this adjective, which is non-flattening in English. No leakage or collapse occurs.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_ser_014,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near both use 'es' (ser) and differ only by adding 'una persona' in near, keeping the adjective 'malo'. Far swaps 'es' (ser) for 'está' (estar) with the same subject and adjective, which is the intended minimal change.",pass,"Anchor and near use 'ser' (es) with 'malo', indicating an inherent property (bad person). Far uses 'estar' (está) with 'malo', which in Spanish means 'sick'. The copula swap is the intended contrast.",pass,"The English translations correctly distinguish the meanings: 'Antonio is bad' (inherent property), 'Antonio is a bad person' (clarifies the same), and 'Antonio is sick' (state/condition). This is a non-flattening case, and the English translations do not collapse the distinction. No leakage or loss of contrast.",pass,All Spanish and English sentences are natural and idiomatic. No awkwardness or ungrammaticality detected.
es_ser_015,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and the English translations are in English. Language tags are correct.",pass,"Anchor and near differ only by the addition of 'muy' (very), keeping the same subject and copula. Far swaps 'es' (ser) for 'está' (estar) with the same subject and adjective, which is a minimal and appropriate change.",pass,"Anchor and near both use 'es' (ser), while far uses 'está' (estar), with the same subject ('mi hijo') and adjective ('tranquilo'). This directly tests the ser/estar contrast as intended.",pass,"All three English translations are 'My son is calm', which is correct for a mixed/partial-flattening case: English does not distinguish the ser/estar nuance here, so the flattening is appropriate and there is no leakage of the Spanish distinction.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_ser_016,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ minimally: 'es alegre' vs 'es una persona alegre' (adding a noun phrase, but keeping the same copula and adjective). Far swaps 'es' to 'está' with the same subject and adjective, which is the intended minimal change for this contrast.",pass,"Anchor and near both use 'es' (ser), while far uses 'está' (estar), with the same subject ('Mi tía') and adjective ('alegre'). This directly tests the ser/estar distinction.",pass,"All English translations use 'is cheerful', which does not distinguish between the inherent (ser) and temporary (estar) meanings. This is correct for a mixed/partial-flattening intent, as English typically does not distinguish these meanings for 'cheerful'. No leakage of the Spanish distinction into English.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_ser_017,ser_vs_estar,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only by the addition of 'realmente' (really), preserving the subject and copula. Far swaps 'es' (ser) for 'está' (estar) with the same subject and adjective, which is a minimal and appropriate change for this contrast.",pass,"Anchor and near both use 'es' (ser), while far uses 'está' (estar), with the same subject ('El paisaje') and adjective ('hermoso'). This directly tests the ser/estar distinction as intended.",pass,"All three English sentences use 'is beautiful', which is the expected flattening for this adjective; English does not distinguish the ser/estar nuance here. No leakage of the Spanish distinction into English. This matches the 'mixed' flattening intent for this category/adjective.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_for_001,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and English translations are in English. Language tags are accurate.",pass,"Anchor and near differ only in the phrase ('Cómo' vs 'Qué tal'), both using 'estás' (tú form). Far changes 'estás' (tú) to 'está' (usted), with the rest of the sentence structure preserved. Minimal pair structure is maintained.",pass,Anchor and near both use the informal singular 'tú' form ('estás'). Far switches to the formal singular 'usted' form ('está'). Verb agreement is consistent with pronoun formality in all cases.,pass,"All English translations use 'you', which does not distinguish between formal and informal. No formality information is present in the English, so the Spanish distinction is flattened as intended.",pass,All Spanish sentences are natural and idiomatic. No awkwardness or ungrammaticality detected.
es_for_002,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only by 'dónde' vs 'qué lugar', both using 'eres' (tú form). Far changes 'eres' (tú) to 'es' (usted), with the rest of the sentence structure preserved. Minimal pair structure is respected.",pass,"Anchor and near both use 'eres' (tú, informal singular). Far switches to 'es' (usted, formal singular), consistently updating the verb form to match the pronoun. The contrast is correctly implemented.",pass,"All English translations are 'Where are you from?', which flattens the Spanish T-V distinction as intended. No leakage of formality information into English.",pass,All Spanish sentences are natural and idiomatic. No awkwardness or ungrammaticality detected.
es_for_003,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and the English translations are in English. Language tags are accurate.",pass,"Anchor and near both use the informal singular (tú) form, differing only in verb choice (quieres vs te apetece). Far switches to the formal singular (usted) form (quiere). Minimal pair structure is preserved.",pass,"Anchor and near use the informal (tú) form with appropriate verb agreement (quieres, te apetece). Far switches to the formal (usted) form with correct verb agreement (quiere). The contrast is clear and consistent.",pass,"All English translations use 'you', which does not distinguish formality. Anchor_en and far_en are identical, and near_en is a natural paraphrase. No formality information leaks into English, matching the strong flattening intent.",pass,All Spanish sentences are natural and idiomatic. No awkwardness or ungrammaticality detected.
es_for_004,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only in verb phrase ('tienes hambre' vs 'estás con hambre'), both using informal second person singular. Far changes to 'tiene hambre', which is formal second person singular. Minimal pair structure is preserved.",pass,Anchor and near both use informal (tú) forms with correct verb agreement. Far switches to formal (usted) form with correct verb agreement. The contrast is implemented as required.,pass,"All English translations are identical ('Are you hungry?'), flattening the Spanish formality distinction as intended. No leakage of the contrast into English.",pass,"All Spanish sentences are natural and idiomatic. '¿Estás con hambre?' is less common than '¿Tienes hambre?', but still acceptable in some dialects. No flag needed."
es_for_005,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and the English translations are in English. Language tags are accurate.",pass,"Anchor and near differ only in clitic placement ('¿Puedes ayudarme?' vs '¿Me puedes ayudar?'), which is a standard word order alternation in Spanish. Anchor and far differ in verb form: 'puedes' (2nd person singular informal, tú) vs 'puede' (3rd person singular formal, usted).",pass,"Anchor and near both use 'puedes' (tú, informal), while far uses 'puede' (usted, formal). The switch is consistent and correctly reflects the T-V distinction in verb agreement and implied pronoun.",pass,"All English translations are 'Can you help me?', which flattens the Spanish T-V distinction as intended for a strong-flattening probe. No leakage of formality information into English.",pass,All Spanish sentences are natural and idiomatic. The clitic position in near is a common variant.
es_for_006,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and English translations are in English. Language tags are accurate.",pass,"Anchor and near differ only in the verb (vienes/llegas), both using the informal 2nd person singular. Far changes the verb form to 'viene', which is 3rd person singular used for formal 'usted'. Minimal pair structure is preserved.",pass,"Anchor and near both use informal 'tú' forms (vienes/llegas). Far switches to the formal 'usted' form (viene), consistently updating the verb agreement. The contrast is correctly implemented.",pass,"All English translations use 'you', collapsing the Spanish T-V distinction as intended. Anchor_en and far_en are identical, so the contrast is flattened in English. No leakage of the formality distinction.",pass,All Spanish sentences are natural and idiomatic. No awkwardness detected.
es_for_007,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and English translations are in English. Language tags are accurate.",pass,"Anchor and near differ only in the prepositional phrase ('cerca de aquí' vs 'en este barrio'), both using 'vives' (tú). Far changes 'vives' to 'vive' (usted), keeping the rest of the sentence identical to anchor. Minimal pair structure is preserved.",pass,"Anchor and near both use 'vives' (tú, informal singular), while far switches to 'vive' (usted, formal singular). The pronoun is dropped (as is natural in Spanish), but verb agreement is consistent and correctly signals the T-V distinction. The contrast is implemented as required.",pass,"All English translations use 'you', which does not distinguish formality. Anchor_en and far_en are identical, as required for strong flattening. No leakage of the Spanish formality distinction into English.",pass,All Spanish sentences are natural and idiomatic. No awkwardness or ungrammaticality detected.
es_for_008,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near both use 'hablas'/'sabes' (tú, informal), differing only in verb choice. Far uses 'habla' (usted, formal), matching the minimal pair structure.",pass,Anchor and near consistently use the informal (tú) form with correct verb agreement. Far switches to the formal (usted) form with correct agreement. The contrast is clear and consistent.,pass,"All English translations use 'you', collapsing the Spanish formality distinction as intended. No leakage of the contrast into English.",pass,All Spanish sentences are natural and idiomatic. No awkwardness detected.
